date,age_group,active,recovered,deceased,total
2020-11-05,0 to 9,3,79,0,82
2020-11-05,10 to 19,2,171,0,173
2020-11-05,20 to 29,15,447,0,462
2020-11-05,30 to 39,15,328,0,343
2020-11-05,40 to 49,15,262,0,277
2020-11-05,50 to 59,6,290,2,298
2020-11-05,60 to 69,10,197,3,210
2020-11-05,70 to 79,1,79,7,87
2020-11-05,80 to 89,0,24,8,32
2020-11-05,90+,0,4,5,9
2020-11-05,Total,67,1881,25,1973
2020-11-12,0 to 9,3,79,0,82
2020-11-12,10 to 19,5,171,0,176
2020-11-12,20 to 29,18,450,0,468
2020-11-12,30 to 39,7,338,0,345
2020-11-12,40 to 49,8,271,0,279
2020-11-12,50 to 59,4,294,2,300
2020-11-12,60 to 69,6,203,3,212
2020-11-12,70 to 79,2,79,7,88
2020-11-12,80 to 89,0,24,8,32
2020-11-12,90+,0,4,5,9
2020-11-12,Total,53,1913,25,1991
2020-11-26,0 to 9,1,81,0,82
2020-11-26,10 to 19,9,173,0,182
2020-11-26,20 to 29,17,467,0,484
2020-11-26,30 to 39,13,342,0,355
2020-11-26,40 to 49,10,276,0,286
2020-11-26,50 to 59,6,299,2,307
2020-11-26,60 to 69,2,209,3,214
2020-11-26,70 to 79,2,80,7,89
2020-11-26,80 to 89,0,24,8,32
2020-11-26,90+,0,4,5,9
2020-11-26,Total,60,1955,25,2040
2020-12-02,0 to 9,3,81,0,84
2020-12-02,10 to 19,11,174,0,185
2020-12-02,20 to 29,20,470,0,490
2020-12-02,30 to 39,15,346,0,361
2020-12-02,40 to 49,12,276,0,288
2020-12-02,50 to 59,6,299,2,307
2020-12-02,60 to 69,3,209,3,215
2020-12-02,70 to 79,2,80,7,89
2020-12-02,80 to 89,0,24,8,32
2020-12-02,90+,0,4,5,9
2020-12-02,Total,72,1963,25,2060
2020-12-09,0 to 9,4,81,0,85
2020-12-09,10 to 19,7,182,0,189
2020-12-09,20 to 29,14,483,0,497
2020-12-09,30 to 39,12,356,0,368
2020-12-09,40 to 49,9,281,0,290
2020-12-09,50 to 59,4,305,2,311
2020-12-09,60 to 69,3,211,3,217
2020-12-09,70 to 79,2,81,7,90
2020-12-09,80 to 89,0,24,8,32
2020-12-09,90+,0,4,5,9
2020-12-09,Total,55,2008,25,2088
2020-12-31,0 to 9,1,89,0,90
2020-12-31,10 to 19,4,190,0,194
2020-12-31,20 to 29,11,499,0,510
2020-12-31,30 to 39,15,375,0,390
2020-12-31,40 to 49,11,295,0,306
2020-12-31,50 to 59,9,307,2,318
2020-12-31,60 to 69,2,217,3,222
2020-12-31,70 to 79,2,82,7,91
2020-12-31,80 to 89,0,24,8,32
2020-12-31,90+,0,4,5,9
2020-12-31,Total,55,2082,25,2162
2021-01-10,0 to 9,6,89,0,95
2021-01-10,10 to 19,7,191,0,198
2021-01-10,20 to 29,20,506,0,526
2021-01-10,30 to 39,21,385,0,406
2021-01-10,40 to 49,11,304,0,315
2021-01-10,50 to 59,7,314,2,323
2021-01-10,60 to 69,1,219,3,223
2021-01-10,70 to 79,2,83,7,92
2021-01-10,80 to 89,0,24,8,32
2021-01-10,90+,0,4,5,9
2021-01-10,Total,75,2119,25,2219
2021-01-13,0 to 9,4,90,0,94
2021-01-13,10 to 19,7,192,0,199
2021-01-13,20 to 29,14,515,0,529
2021-01-13,30 to 39,17,392,0,409
2021-01-13,40 to 49,11,306,0,317
2021-01-13,50 to 59,7,315,2,324
2021-01-13,60 to 69,1,219,3,223
2021-01-13,70 to 79,1,84,7,92
2021-01-13,80 to 89,0,24,8,32
2021-01-13,90+,0,4,5,9
2021-01-13,Total,62,2141,25,2228
2021-01-24,0 to 9,7,91,0,98
2021-01-24,10 to 19,11,194,0,205
2021-01-24,20 to 29,15,526,0,541
2021-01-24,30 to 39,18,403,0,421
2021-01-24,40 to 49,16,311,0,327
2021-01-24,50 to 59,7,320,2,329
2021-01-24,60 to 69,4,221,3,228
2021-01-24,70 to 79,1,85,7,93
2021-01-24,80 to 89,0,24,8,32
2021-01-24,90+,0,4,5,9
2021-01-24,Total,79,2179,25,2283
2021-01-25,0 to 9,5,93,0,98
2021-01-25,10 to 19,9,196,0,205
2021-01-25,20 to 29,13,531,0,544
2021-01-25,30 to 39,17,407,0,424
2021-01-25,40 to 49,13,314,0,327
2021-01-25,50 to 59,3,323,2,328
2021-01-25,60 to 69,3,222,3,228
2021-01-25,70 to 79,1,85,7,93
2021-01-25,80 to 89,0,24,8,32
2021-01-25,90+,0,4,5,9
2021-01-25,Total,64,2199,25,2288
2021-02-04,0 to 9,8,94,0,102
2021-02-04,10 to 19,8,199,0,207
2021-02-04,20 to 29,7,538,0,545
2021-02-04,30 to 39,20,412,0,432
2021-02-04,40 to 49,12,321,0,333
2021-02-04,50 to 59,3,327,2,332
2021-02-04,60 to 69,1,224,3,228
2021-02-04,70 to 79,1,85,7,93
2021-02-04,80 to 89,0,24,8,32
2021-02-04,90+,0,4,5,9
2021-02-04,Total,60,2228,25,2313
2021-02-18,0 to 9,2,101,0,103
2021-02-18,10 to 19,8,205,0,213
2021-02-18,20 to 29,6,545,0,551
2021-02-18,30 to 39,15,427,0,442
2021-02-18,40 to 49,10,328,0,338
2021-02-18,50 to 59,3,329,3,335
2021-02-18,60 to 69,1,224,3,228
2021-02-18,70 to 79,1,85,7,93
2021-02-18,80 to 89,0,24,8,32
2021-02-18,90+,0,4,5,9
2021-02-18,Total,46,2272,26,2344
2021-02-21,0 to 9,3,101,0,104
2021-02-21,10 to 19,9,205,0,214
2021-02-21,20 to 29,8,545,0,553
2021-02-21,30 to 39,15,427,0,442
2021-02-21,40 to 49,11,328,0,339
2021-02-21,50 to 59,3,330,3,336
2021-02-21,60 to 69,1,224,3,228
2021-02-21,70 to 79,1,85,7,93
2021-02-21,80 to 89,0,24,8,32
2021-02-21,90+,0,4,5,9
2021-02-21,Total,51,2273,26,2350
2021-02-22,0 to 9,3,101,0,104
2021-02-22,10 to 19,10,205,0,215
2021-02-22,20 to 29,8,545,0,553
2021-02-22,30 to 39,15,429,0,444
2021-02-22,40 to 49,12,329,0,341
2021-02-22,50 to 59,3,331,3,337
2021-02-22,60 to 69,2,224,3,229
2021-02-22,70 to 79,1,85,7,93
2021-02-22,80 to 89,0,24,8,32
2021-02-22,90+,0,4,5,9
2021-02-22,Total,54,2277,26,2357
2021-02-28,0 to 9,4,102,0,106
2021-02-28,10 to 19,11,208,0,219
2021-02-28,20 to 29,12,546,0,558
2021-02-28,30 to 39,14,430,0,444
2021-02-28,40 to 49,15,330,0,345
2021-02-28,50 to 59,5,332,3,340
2021-02-28,60 to 69,3,224,3,230
2021-02-28,70 to 79,1,85,7,93
2021-02-28,80 to 89,0,24,8,32
2021-02-28,90+,0,4,5,9
2021-02-28,Total,65,2285,26,2376
2021-03-01,0 to 9,4,102,0,106
2021-03-01,10 to 19,11,208,0,219
2021-03-01,20 to 29,12,546,0,558
2021-03-01,30 to 39,15,430,0,445
2021-03-01,40 to 49,16,330,0,346
2021-03-01,50 to 59,5,332,3,340
2021-03-01,60 to 69,3,224,3,230
2021-03-01,70 to 79,1,85,7,93
2021-03-01,80 to 89,0,24,8,32
2021-03-01,90+,0,4,5,9
2021-03-01,Total,67,2285,26,2378
2021-03-02,0 to 9,4,102,0,106
2021-03-02,10 to 19,9,210,0,219
2021-03-02,20 to 29,15,546,0,561
2021-03-02,30 to 39,15,430,0,445
2021-03-02,40 to 49,16,330,0,346
2021-03-02,50 to 59,5,332,3,340
2021-03-02,60 to 69,4,224,3,231
2021-03-02,70 to 79,1,85,7,93
2021-03-02,80 to 89,0,24,8,32
2021-03-02,90+,0,4,5,9
2021-03-02,Total,69,2287,26,2382
2021-03-03,0 to 9,4,102,0,106
2021-03-03,10 to 19,8,211,0,219
2021-03-03,20 to 29,14,547,0,561
2021-03-03,30 to 39,13,433,0,446
2021-03-03,40 to 49,13,333,0,346
2021-03-03,50 to 59,5,332,3,340
2021-03-03,60 to 69,4,225,3,232
2021-03-03,70 to 79,1,85,7,93
2021-03-03,80 to 89,0,24,8,32
2021-03-03,90+,0,4,5,9
2021-03-03,Total,62,2296,26,2384
2021-03-08,0 to 9,5,102,0,107
2021-03-08,10 to 19,8,212,0,220
2021-03-08,20 to 29,24,549,0,573
2021-03-08,30 to 39,15,433,0,448
2021-03-08,40 to 49,12,336,0,348
2021-03-08,50 to 59,8,332,3,343
2021-03-08,60 to 69,5,224,3,232
2021-03-08,70 to 79,1,85,7,93
2021-03-08,80 to 89,0,24,8,32
2021-03-08,90+,0,4,5,9
2021-03-08,Total,78,2301,26,2405
2021-04-19,0 to 9,12,113,0,125
2021-04-19,10 to 19,5,222,0,227
2021-04-19,20 to 29,29,598,0,627
2021-04-19,30 to 39,33,486,0,519
2021-04-19,40 to 49,12,354,0,366
2021-04-19,50 to 59,6,351,3,360
2021-04-19,60 to 69,2,230,3,235
2021-04-19,70 to 79,2,86,7,95
2021-04-19,80 to 89,1,24,8,33
2021-04-19,90+,0,4,5,9
2021-04-19,Total,102,2468,26,2596
2021-05-24,0 to 9,3,129,0,132
2021-05-24,10 to 19,1,229,0,230
2021-05-24,20 to 29,5,634,0,639
2021-05-24,30 to 39,6,533,0,539
2021-05-24,40 to 49,3,373,0,376
2021-05-24,50 to 59,4,364,3,371
2021-05-24,60 to 69,1,235,3,239
2021-05-24,70 to 79,1,90,7,98
2021-05-24,80 to 89,0,26,8,34
2021-05-24,90+,0,4,5,9
2021-05-24,Total,24,2617,26,2667
2021-06-13,0 to 9,4,134,0,138
2021-06-13,10 to 19,1,232,0,233
2021-06-13,20 to 29,5,642,0,647
2021-06-13,30 to 39,11,543,0,554
2021-06-13,40 to 49,1,377,0,378
2021-06-13,50 to 59,4,369,3,376
2021-06-13,60 to 69,1,237,3,241
2021-06-13,70 to 79,0,91,7,98
2021-06-13,80 to 89,0,26,8,34
2021-06-13,90+,0,4,5,9
2021-06-13,Total,27,2655,26,2708
2021-06-29,0 to 9,5,138,0,143
2021-06-29,10 to 19,3,233,0,236
2021-06-29,20 to 29,9,648,0,657
2021-06-29,30 to 39,2,554,0,556
2021-06-29,40 to 49,6,380,0,386
2021-06-29,50 to 59,4,373,3,380
2021-06-29,60 to 69,1,238,3,242
2021-06-29,70 to 79,0,91,7,98
2021-06-29,80 to 89,0,26,8,34
2021-06-29,90+,0,4,5,9
2021-06-29,Total,30,2685,26,2741
2021-07-26,0 to 9,6,145,0,151
2021-07-26,10 to 19,0,239,0,239
2021-07-26,20 to 29,13,673,0,686
2021-07-26,30 to 39,11,579,0,590
2021-07-26,40 to 49,9,404,0,413
2021-07-26,50 to 59,11,383,3,397
2021-07-26,60 to 69,3,239,3,245
2021-07-26,70 to 79,1,91,7,99
2021-07-26,80 to 89,0,26,8,34
2021-07-26,90+,0,4,5,9
2021-07-26,Total,54,2783,26,2863
2021-08-19,0 to 9,5,155,0,160
2021-08-19,10 to 19,13,240,0,253
2021-08-19,20 to 29,15,693,0,708
2021-08-19,30 to 39,6,602,0,608
2021-08-19,40 to 49,5,420,0,425
2021-08-19,50 to 59,5,396,3,404
2021-08-19,60 to 69,4,244,3,251
2021-08-19,70 to 79,1,93,7,101
2021-08-19,80 to 89,1,26,8,35
2021-08-19,90+,0,4,5,9
2021-08-19,Total,55,2873,26,2954
2021-08-20,0 to 9,5,155,0,160
2021-08-20,10 to 19,17,240,0,257
2021-08-20,20 to 29,20,693,0,713
2021-08-20,30 to 39,6,602,0,608
2021-08-20,40 to 49,7,420,0,427
2021-08-20,50 to 59,7,396,3,406
2021-08-20,60 to 69,5,244,3,252
2021-08-20,70 to 79,1,93,7,101
2021-08-20,80 to 89,1,26,8,35
2021-08-20,90+,0,4,5,9
2021-08-20,Total,69,2873,26,2968
2021-08-21,0 to 9,7,155,0,162
2021-08-21,10 to 19,22,240,0,262
2021-08-21,20 to 29,27,693,0,720
2021-08-21,30 to 39,10,602,0,612
2021-08-21,40 to 49,7,420,0,427
2021-08-21,50 to 59,10,396,3,409
2021-08-21,60 to 69,7,244,3,254
2021-08-21,70 to 79,2,93,7,102
2021-08-21,80 to 89,1,26,8,35
2021-08-21,90+,0,4,5,9
2021-08-21,Total,93,2873,26,2992
2021-08-22,0 to 9,7,155,0,162
2021-08-22,10 to 19,26,240,0,266
2021-08-22,20 to 29,35,693,0,728
2021-08-22,30 to 39,10,602,0,612
2021-08-22,40 to 49,10,420,0,430
2021-08-22,50 to 59,15,396,3,414
2021-08-22,60 to 69,10,245,3,258
2021-08-22,70 to 79,2,93,7,102
2021-08-22,80 to 89,1,26,8,35
2021-08-22,90+,0,4,5,9
2021-08-22,Total,116,2874,26,3016
2021-08-23,0 to 9,12,155,0,167
2021-08-23,10 to 19,32,240,0,272
2021-08-23,20 to 29,45,693,0,738
2021-08-23,30 to 39,13,602,0,615
2021-08-23,40 to 49,15,420,0,435
2021-08-23,50 to 59,20,396,3,419
2021-08-23,60 to 69,13,245,3,261
2021-08-23,70 to 79,3,93,7,103
2021-08-23,80 to 89,1,26,8,35
2021-08-23,90+,0,4,5,9
2021-08-23,Total,154,2874,26,3054
2021-08-24,0 to 9,18,158,0,176
2021-08-24,10 to 19,38,245,0,283
2021-08-24,20 to 29,54,695,0,749
2021-08-24,30 to 39,15,603,0,618
2021-08-24,40 to 49,18,421,0,439
2021-08-24,50 to 59,22,397,3,422
2021-08-24,60 to 69,13,245,3,261
2021-08-24,70 to 79,4,93,7,104
2021-08-24,80 to 89,1,26,8,35
2021-08-24,90+,0,4,5,9
2021-08-24,Total,183,2887,26,3096
2021-08-25,0 to 9,26,158,0,184
2021-08-25,10 to 19,50,245,0,295
2021-08-25,20 to 29,73,695,0,768
2021-08-25,30 to 39,24,603,0,627
2021-08-25,40 to 49,25,421,0,446
2021-08-25,50 to 59,27,397,3,427
2021-08-25,60 to 69,13,245,3,261
2021-08-25,70 to 79,7,93,7,107
2021-08-25,80 to 89,1,26,8,35
2021-08-25,90+,0,4,5,9
2021-08-25,Total,246,2887,26,3159
2021-08-26,0 to 9,36,158,0,194
2021-08-26,10 to 19,65,245,0,310
2021-08-26,20 to 29,89,695,0,784
2021-08-26,30 to 39,27,603,0,630
2021-08-26,40 to 49,34,421,0,455
2021-08-26,50 to 59,39,397,3,439
2021-08-26,60 to 69,15,245,3,263
2021-08-26,70 to 79,8,93,7,108
2021-08-26,80 to 89,1,26,8,35
2021-08-26,90+,0,4,5,9
2021-08-26,Total,314,2887,26,3227
2021-08-28,0 to 9,51,158,0,209
2021-08-28,10 to 19,97,245,0,342
2021-08-28,20 to 29,122,695,0,817
2021-08-28,30 to 39,44,603,0,647
2021-08-28,40 to 49,55,421,0,476
2021-08-28,50 to 59,61,397,3,461
2021-08-28,60 to 69,23,245,3,271
2021-08-28,70 to 79,13,93,7,113
2021-08-28,80 to 89,1,26,8,35
2021-08-28,90+,0,4,5,9
2021-08-28,Total,467,2887,26,3380
2021-08-29,0 to 9,64,158,0,222
2021-08-29,10 to 19,119,245,0,364
2021-08-29,20 to 29,147,695,0,842
2021-08-29,30 to 39,50,603,0,653
2021-08-29,40 to 49,62,421,0,483
2021-08-29,50 to 59,65,397,3,465
2021-08-29,60 to 69,25,245,3,273
2021-08-29,70 to 79,16,93,7,116
2021-08-29,80 to 89,1,26,8,35
2021-08-29,90+,0,4,5,9
2021-08-29,Unknown,2,0,0,2
2021-08-29,Total,551,2887,26,3464
2021-08-30,0 to 9,77,158,0,235
2021-08-30,10 to 19,134,246,0,380
2021-08-30,20 to 29,156,697,0,853
2021-08-30,30 to 39,55,603,0,658
2021-08-30,40 to 49,65,421,0,486
2021-08-30,50 to 59,71,397,3,471
2021-08-30,60 to 69,27,245,3,275
2021-08-30,70 to 79,17,93,7,117
2021-08-30,80 to 89,1,26,8,35
2021-08-30,90+,0,4,5,9
2021-08-30,Unknown,0,0,0,0
2021-08-30,Total,603,2890,26,3519
2021-08-31,0 to 9,80,158,0,238
2021-08-31,10 to 19,158,246,0,404
2021-08-31,20 to 29,164,699,0,863
2021-08-31,30 to 39,58,603,0,661
2021-08-31,40 to 49,69,421,0,490
2021-08-31,50 to 59,76,397,3,476
2021-08-31,60 to 69,28,245,3,276
2021-08-31,70 to 79,17,93,7,117
2021-08-31,80 to 89,1,26,8,35
2021-08-31,90+,0,4,5,9
2021-08-31,Unknown,0,0,0,0
2021-08-31,Total,651,2892,26,3569
2021-09-01,0 to 9,92,158,0,250
2021-09-01,10 to 19,176,246,0,422
2021-09-01,20 to 29,185,702,0,887
2021-09-01,30 to 39,63,603,0,666
2021-09-01,40 to 49,74,421,0,495
2021-09-01,50 to 59,86,397,3,486
2021-09-01,60 to 69,28,245,3,276
2021-09-01,70 to 79,18,93,7,118
2021-09-01,80 to 89,1,26,8,35
2021-09-01,90+,1,4,5,10
2021-09-01,Unknown,0,0,0,0
2021-09-01,Total,724,2895,26,3645
2021-09-02,0 to 9,100,158,0,258
2021-09-02,10 to 19,185,246,0,431
2021-09-02,20 to 29,201,705,0,906
2021-09-02,30 to 39,68,604,0,672
2021-09-02,40 to 49,77,423,0,500
2021-09-02,50 to 59,90,397,3,490
2021-09-02,60 to 69,29,245,3,277
2021-09-02,70 to 79,18,93,7,118
2021-09-02,80 to 89,1,26,8,35
2021-09-02,90+,1,4,5,10
2021-09-02,Unknown,0,0,0,0
2021-09-02,Total,770,2901,26,3697
2021-09-03,0 to 9,102,162,0,264
2021-09-03,10 to 19,181,258,0,439
2021-09-03,20 to 29,193,719,0,912
2021-09-03,30 to 39,70,606,0,676
2021-09-03,40 to 49,76,428,0,504
2021-09-03,50 to 59,86,404,3,493
2021-09-03,60 to 69,28,247,3,278
2021-09-03,70 to 79,18,93,7,118
2021-09-03,80 to 89,0,27,8,35
2021-09-03,90+,1,4,5,10
2021-09-03,Unknown,0,0,0,0
2021-09-03,Total,755,2948,26,3729
2021-09-04,0 to 9,98,167,0,265
2021-09-04,10 to 19,177,265,0,442
2021-09-04,20 to 29,199,721,0,920
2021-09-04,30 to 39,71,607,0,678
2021-09-04,40 to 49,72,431,0,503
2021-09-04,50 to 59,86,407,3,496
2021-09-04,60 to 69,27,249,3,279
2021-09-04,70 to 79,20,93,7,120
2021-09-04,80 to 89,0,27,8,35
2021-09-04,90+,1,4,5,10
2021-09-04,Unknown,0,0,0,0
2021-09-04,Total,751,2971,26,3748
2021-09-05,0 to 9,101,169,0,270
2021-09-05,10 to 19,170,273,0,443
2021-09-05,20 to 29,199,729,0,928
2021-09-05,30 to 39,73,608,0,681
2021-09-05,40 to 49,69,436,0,505
2021-09-05,50 to 59,86,408,3,497
2021-09-05,60 to 69,25,251,3,279
2021-09-05,70 to 79,20,93,7,120
2021-09-05,80 to 89,0,27,8,35
2021-09-05,90+,0,4,6,10
2021-09-05,Unknown,0,0,0,0
2021-09-05,Total,743,2998,27,3768
2021-09-06,0 to 9,97,177,0,274
2021-09-06,10 to 19,159,287,0,446
2021-09-06,20 to 29,195,737,0,932
2021-09-06,30 to 39,75,612,0,687
2021-09-06,40 to 49,72,438,0,510
2021-09-06,50 to 59,85,409,3,497
2021-09-06,60 to 69,25,252,3,280
2021-09-06,70 to 79,21,93,7,121
2021-09-06,80 to 89,0,27,8,35
2021-09-06,90+,0,4,6,10
2021-09-06,Unknown,0,0,0,0
2021-09-06,Total,729,3036,27,3792
2021-09-07,0 to 9,102,180,0,282
2021-09-07,10 to 19,157,293,0,450
2021-09-07,20 to 29,188,750,0,938
2021-09-07,30 to 39,74,614,0,688
2021-09-07,40 to 49,74,438,0,512
2021-09-07,50 to 59,81,414,3,498
2021-09-07,60 to 69,24,253,3,280
2021-09-07,70 to 79,20,93,7,120
2021-09-07,80 to 89,0,27,8,35
2021-09-07,90+,0,4,6,10
2021-09-07,Unknown,0,0,0,0
2021-09-07,Total,720,3066,27,3813
2021-09-08,0 to 9,101,185,0,286
2021-09-08,10 to 19,137,315,0,452
2021-09-08,20 to 29,168,774,0,942
2021-09-08,30 to 39,67,622,0,689
2021-09-08,40 to 49,65,448,0,513
2021-09-08,50 to 59,79,418,3,500
2021-09-08,60 to 69,21,257,3,281
2021-09-08,70 to 79,20,94,7,121
2021-09-08,80 to 89,0,27,8,35
2021-09-08,90+,0,4,6,10
2021-09-08,Unknown,0,0,0,0
2021-09-08,Total,658,3144,27,3829
2021-09-09,0 to 9,98,194,0,292
2021-09-09,10 to 19,131,325,0,456
2021-09-09,20 to 29,160,786,0,946
2021-09-09,30 to 39,66,625,0,691
2021-09-09,40 to 49,56,457,0,513
2021-09-09,50 to 59,72,425,3,500
2021-09-09,60 to 69,23,257,3,283
2021-09-09,70 to 79,19,95,7,121
2021-09-09,80 to 89,0,27,8,35
2021-09-09,90+,0,4,6,10
2021-09-09,Unknown,0,0,0,0
2021-09-09,Total,625,3195,27,3847
2021-09-10,0 to 9,93,201,0,294
2021-09-10,10 to 19,127,334,0,461
2021-09-10,20 to 29,159,792,0,951
2021-09-10,30 to 39,70,625,0,695
2021-09-10,40 to 49,57,458,0,515
2021-09-10,50 to 59,69,429,3,501
2021-09-10,60 to 69,24,256,3,283
2021-09-10,70 to 79,18,96,7,121
2021-09-10,80 to 89,0,27,8,35
2021-09-10,90+,0,4,6,10
2021-09-10,Unknown,0,0,0,0
2021-09-10,Total,617,3222,27,3866
2021-09-11,0 to 9,102,201,0,303
2021-09-11,10 to 19,130,334,0,464
2021-09-11,20 to 29,161,793,0,954
2021-09-11,30 to 39,73,625,0,698
2021-09-11,40 to 49,60,458,0,518
2021-09-11,50 to 59,71,429,3,503
2021-09-11,60 to 69,25,256,3,284
2021-09-11,70 to 79,18,96,7,121
2021-09-11,80 to 89,0,27,8,35
2021-09-11,90+,0,4,6,10
2021-09-11,Unknown,0,0,0,0
2021-09-11,Total,640,3223,27,3890
2021-09-13,0 to 9,111,213,0,324
2021-09-13,10 to 19,121,356,0,477
2021-09-13,20 to 29,147,817,0,964
2021-09-13,30 to 39,68,635,0,703
2021-09-13,40 to 49,57,466,0,523
2021-09-13,50 to 59,70,434,3,507
2021-09-13,60 to 69,22,259,3,284
2021-09-13,70 to 79,18,97,7,122
2021-09-13,80 to 89,0,27,8,35
2021-09-13,90+,0,4,6,10
2021-09-13,Unknown,0,0,0,0
2021-09-13,Total,614,3308,27,3949
2021-09-14,0 to 9,115,218,0,333
2021-09-14,10 to 19,120,358,0,478
2021-09-14,20 to 29,144,824,0,968
2021-09-14,30 to 39,66,638,0,704
2021-09-14,40 to 49,57,467,0,524
2021-09-14,50 to 59,63,441,3,507
2021-09-14,60 to 69,21,260,3,284
2021-09-14,70 to 79,18,98,7,123
2021-09-14,80 to 89,0,27,8,35
2021-09-14,90+,0,4,6,10
2021-09-14,Unknown,0,0,0,0
2021-09-14,Total,604,3335,27,3966
2021-09-17,0 to 9,93,245,0,338
2021-09-17,10 to 19,116,378,0,494
2021-09-17,20 to 29,107,873,0,980
2021-09-17,30 to 39,55,655,0,710
2021-09-17,40 to 49,43,483,0,526
2021-09-17,50 to 59,43,464,3,510
2021-09-17,60 to 69,17,266,3,286
2021-09-17,70 to 79,15,103,7,125
2021-09-17,80 to 89,0,27,8,35
2021-09-17,90+,0,4,6,10
2021-09-17,Unknown,0,0,0,0
2021-09-17,Total,489,3498,27,4014
2021-09-18,0 to 9,83,260,0,343
2021-09-18,10 to 19,95,402,0,497
2021-09-18,20 to 29,97,893,0,990
2021-09-18,30 to 39,45,666,0,711
2021-09-18,40 to 49,41,487,0,528
2021-09-18,50 to 59,32,478,3,513
2021-09-18,60 to 69,12,271,3,286
2021-09-18,70 to 79,15,103,7,125
2021-09-18,80 to 89,0,27,8,35
2021-09-18,90+,0,4,6,10
2021-09-18,Unknown,0,0,0,0
2021-09-18,Total,420,3591,27,4038
2021-09-19,0 to 9,81,268,0,349
2021-09-19,10 to 19,88,412,0,500
2021-09-19,20 to 29,91,904,0,995
2021-09-19,30 to 39,46,668,0,714
2021-09-19,40 to 49,32,497,0,529
2021-09-19,50 to 59,27,483,3,513
2021-09-19,60 to 69,15,271,3,289
2021-09-19,70 to 79,13,105,7,125
2021-09-19,80 to 89,0,27,8,35
2021-09-19,90+,0,4,6,10
2021-09-19,Unknown,1,0,0,1
2021-09-19,Total,394,3639,27,4060
2021-09-21,0 to 9,74,282,0,356
2021-09-21,10 to 19,74,434,0,508
2021-09-21,20 to 29,73,929,0,1002
2021-09-21,30 to 39,34,683,0,717
2021-09-21,40 to 49,33,504,0,537
2021-09-21,50 to 59,16,496,3,515
2021-09-21,60 to 69,12,274,3,289
2021-09-21,70 to 79,9,110,7,126
2021-09-21,80 to 89,0,27,8,35
2021-09-21,90+,0,4,6,10
2021-09-21,Unknown,0,0,0,0
2021-09-21,Total,325,3743,27,4095
2021-09-22,0 to 9,71,292,0,363
2021-09-22,10 to 19,61,452,0,513
2021-09-22,20 to 29,69,938,0,1007
2021-09-22,30 to 39,29,688,0,717
2021-09-22,40 to 49,37,506,0,543
2021-09-22,50 to 59,14,498,3,515
2021-09-22,60 to 69,12,275,3,290
2021-09-22,70 to 79,8,111,7,126
2021-09-22,80 to 89,0,27,8,35
2021-09-22,90+,0,4,6,10
2021-09-22,Unknown,0,0,0,0
2021-09-22,Total,301,3791,27,4119
2021-09-23,0 to 9,67,300,0,367
2021-09-23,10 to 19,52,462,0,514
2021-09-23,20 to 29,68,941,0,1009
2021-09-23,30 to 39,29,690,0,719
2021-09-23,40 to 49,35,511,0,546
2021-09-23,50 to 59,18,497,3,518
2021-09-23,60 to 69,12,276,3,291
2021-09-23,70 to 79,8,111,7,126
2021-09-23,80 to 89,0,27,8,35
2021-09-23,90+,0,4,6,10
2021-09-23,Unknown,0,0,0,0
2021-09-23,Total,289,3819,27,4135
2021-09-24,0 to 9,55,315,0,370
2021-09-24,10 to 19,48,468,0,516
2021-09-24,20 to 29,58,952,0,1010
2021-09-24,30 to 39,26,693,0,719
2021-09-24,40 to 49,34,513,0,547
2021-09-24,50 to 59,17,498,3,518
2021-09-24,60 to 69,10,280,3,293
2021-09-24,70 to 79,8,111,7,126
2021-09-24,80 to 89,0,27,8,35
2021-09-24,90+,0,4,6,10
2021-09-24,Unknown,0,0,0,0
2021-09-24,Total,256,3861,27,4144
2021-09-25,0 to 9,46,325,0,371
2021-09-25,10 to 19,50,470,0,520
2021-09-25,20 to 29,58,956,0,1014
2021-09-25,30 to 39,25,699,0,724
2021-09-25,40 to 49,33,514,0,547
2021-09-25,50 to 59,20,499,3,522
2021-09-25,60 to 69,10,280,3,293
2021-09-25,70 to 79,8,111,7,126
2021-09-25,80 to 89,0,27,8,35
2021-09-25,90+,0,4,6,10
2021-09-25,Unknown,0,0,0,0
2021-09-25,Total,250,3885,27,4162
2021-09-26,0 to 9,40,333,0,373
2021-09-26,10 to 19,48,475,0,523
2021-09-26,20 to 29,49,969,0,1018
2021-09-26,30 to 39,22,705,0,727
2021-09-26,40 to 49,31,519,0,550
2021-09-26,50 to 59,18,505,3,526
2021-09-26,60 to 69,10,281,3,294
2021-09-26,70 to 79,6,113,7,126
2021-09-26,80 to 89,0,27,8,35
2021-09-26,90+,0,4,6,10
2021-09-26,Unknown,1,0,0,1
2021-09-26,Total,225,3931,27,4183
2021-09-27,0 to 9,44,333,0,377
2021-09-27,10 to 19,45,480,0,525
2021-09-27,20 to 29,46,975,0,1021
2021-09-27,30 to 39,22,706,0,728
2021-09-27,40 to 49,31,521,0,552
2021-09-27,50 to 59,17,505,3,525
2021-09-27,60 to 69,11,281,3,295
2021-09-27,70 to 79,6,113,7,126
2021-09-27,80 to 89,0,27,8,35
2021-09-27,90+,0,4,6,10
2021-09-27,Unknown,0,0,0,0
2021-09-27,Total,222,3945,27,4194
2021-09-28,0 to 9,42,337,0,379
2021-09-28,10 to 19,39,489,0,528
